postId,l1,l2,l3,l4,l5,l6,processed,found,missed
7671,14,1,1,0,0,0,114,16,98
7673,9,1,0,0,0,0,90,10,80
0,0,0,0,0,0,0,0,0,0
7683,6,1,0,0,0,0,72,7,65
7684,5,2,0,0,1,1,66,9,57
7703,13,0,0,0,0,0,114,13,101
7709,1,0,0,0,0,0,18,1,17
7710,496,53,47,6,10,3,5304,615,4689
7717,11,2,1,0,0,0,138,14,124
7719,5,0,0,0,0,0,42,5,37
7721,851,69,36,19,6,18,8064,999,7065
7732,18,0,2,0,0,0,150,20,130
7734,14,2,0,0,0,0,108,16,92
7749,7,1,0,0,0,0,60,8,52
7750,68,12,3,4,0,0,804,87,717
7760,13,1,0,0,0,0,102,14,88
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
7860,3,2,0,0,0,0,48,5,43
7861,169,12,17,3,0,0,1530,201,1329
7864,7,0,0,0,0,0,72,7,65
7870,13,3,2,1,0,0,156,19,137
7873,295,42,33,18,4,2,3888,394,3494
7878,7,0,2,1,0,1,90,11,79
7900,7,2,0,1,0,0,78,10,68
7902,10,2,1,2,1,1,114,17,97
7903,17,3,3,2,0,1,156,26,130
7905,237,24,20,4,1,0,2514,286,2228
7911,12,2,0,1,0,1,120,16,104
7912,11,2,3,1,0,0,90,17,73
7915,4,0,1,0,1,0,90,6,84
7916,15,1,1,0,1,0,126,18,108
7917,15,2,1,0,0,0,132,18,114
7919,10,2,1,0,0,0,114,13,101
7938,9,0,0,1,0,0,114,10,104
7939,4,1,1,0,0,0,78,6,72
7940,11,2,2,0,1,1,114,17,97
7943,2,0,0,0,0,0,18,2,16
7945,2,0,0,1,0,0,24,3,21
7946,3,0,0,0,0,0,24,3,21
7948,4,0,1,0,0,0,54,5,49
7949,2,0,0,0,0,0,24,2,22
7953,301,59,25,14,6,8,3264,413,2851
7975,6,0,2,0,0,0,84,8,76
7983,3,0,0,1,0,0,60,4,56
7987,104,14,11,3,0,0,912,132,780
7989,21,3,3,1,0,0,180,28,152
7991,13,0,1,0,0,0,108,14,94
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
8091,453,41,26,13,3,1,4614,537,4077
8093,17,4,2,0,0,0,126,23,103
8095,13,2,0,1,0,0,144,16,128
8096,11,2,2,0,0,0,126,15,111
8097,10,1,1,0,0,0,96,12,84
8098,2,1,0,0,0,0,30,3,27
8099,5,2,1,0,1,0,60,9,51
8102,16,2,1,0,0,0,120,19,101
8103,16,2,1,0,0,0,120,19,101
8104,17,1,2,0,0,0,126,20,106
8105,4,1,0,0,0,0,48,5,43
8109,11,0,0,0,0,0,102,11,91
8112,6,1,0,1,0,0,72,8,64
8113,8,1,1,1,0,0,114,11,103
8114,7,0,0,0,0,0,78,7,71
8116,15,0,0,0,1,0,150,16,134
8122,11,1,2,0,0,0,132,14,118
8128,8,2,1,1,0,0,78,12,66
8165,5,0,1,0,0,0,60,6,54
8185,15,1,2,0,0,0,120,18,102
8186,5,0,0,0,0,0,48,5,43
8187,19,5,3,1,0,0,168,28,140
8189,18,5,3,0,0,0,228,26,202
8191,23,3,1,1,0,0,186,28,158
8194,12,1,1,0,1,0,126,15,111
8195,18,4,2,0,0,0,168,24,144
8198,4,0,0,0,0,0,42,4,38
0,0,0,0,0,0,0,0,0,0
8212,7,0,0,0,0,0,54,7,47
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
8251,87,9,11,5,3,1,936,116,820
8253,13,2,2,2,1,0,168,20,148
8262,6,0,0,0,0,0,42,6,36
8264,6,1,2,0,0,0,96,9,87
8269,5,1,0,0,0,0,60,6,54
8282,3,0,0,0,0,0,24,3,21
8287,16,0,0,1,0,0,126,17,109
8288,7,0,0,0,2,1,72,10,62
8296,7,1,0,0,0,1,66,9,57
8298,19,2,1,0,0,0,144,22,122
8301,15,0,1,1,0,0,150,17,133
8303,20,2,2,0,0,0,144,24,120
8305,3,1,0,0,0,0,48,4,44
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
8316,12,1,1,1,0,0,132,15,117
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
8331,11,2,1,0,0,0,102,14,88
8334,11,0,0,0,1,0,90,12,78
8335,136,17,17,4,3,2,1512,179,1333
8337,10,1,1,0,0,1,102,13,89
8339,477,35,31,6,3,4,4248,556,3692
8342,19,1,0,0,0,0,162,20,142
8343,19,1,0,0,0,0,162,20,142
8348,7,0,0,0,0,0,78,7,71
8352,14,2,2,1,0,0,132,19,113
8353,6,0,0,0,0,0,54,6,48
8354,8,3,1,0,0,0,90,12,78
8356,15,0,0,0,0,1,132,16,116
8357,6,0,0,0,0,0,72,6,66
8360,8,2,0,0,0,0,90,10,80
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
8405,20,3,2,1,1,0,216,27,189
8407,8,0,0,0,0,0,60,8,52
8410,16,0,0,1,0,0,126,17,109
8413,19,1,2,0,0,0,180,22,158
8414,3,2,0,0,0,0,78,5,73
8420,8,1,1,0,0,0,108,10,98
8421,6,1,0,1,0,0,78,8,70
8447,12,0,0,0,0,0,102,12,90
8452,583,35,25,6,4,0,6756,653,6103
8454,5,0,0,0,0,0,48,5,43
8455,4,0,0,0,0,0,48,4,44
8474,2,0,0,0,0,0,24,2,22
8478,11,2,0,0,0,0,102,13,89
8479,344,51,75,15,2,1,3294,488,2806
8482,7,2,1,0,0,0,72,10,62
8483,16,1,1,1,0,0,114,19,95
8487,16,5,4,1,0,0,144,26,118
8488,13,2,2,0,0,0,102,17,85
8489,8,1,3,0,0,0,84,12,72
8491,9,2,2,0,0,0,102,13,89
8492,10,4,4,0,0,0,108,18,90
8493,14,2,6,0,0,0,138,22,116
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
8518,5,1,0,0,0,0,54,6,48
8525,12,2,1,0,0,0,132,15,117
8526,5,0,0,0,0,0,54,5,49
8527,10,2,2,1,0,0,138,15,123
8530,3,1,0,0,0,0,66,4,62
8537,11,5,2,0,0,0,108,18,90
8538,10,1,2,1,1,0,120,15,105
8543,7,1,0,0,0,0,60,8,52
8553,16,1,1,0,0,0,108,18,90
8557,2,0,0,0,1,1,36,4,32
8574,568,86,72,39,33,3,6390,801,5589
8583,4,0,0,0,0,0,30,4,26
8586,6,0,0,0,0,0,48,6,42
8587,8,1,0,1,0,0,66,10,56
8588,3,0,0,0,0,0,24,3,21
8589,4,0,0,0,0,0,42,4,38
8595,11,1,2,0,1,0,96,15,81
8597,8,0,0,0,0,0,90,8,82
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
8629,4,0,0,0,0,0,78,4,74
8630,7,2,1,1,0,0,84,11,73
8634,8,3,2,0,0,0,102,13,89
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
8648,119,23,14,3,4,1,1368,164,1204
8652,6,1,1,0,1,0,72,9,63
8655,16,3,2,0,0,0,138,21,117
8660,2,0,0,0,0,0,18,2,16
8664,393,34,43,16,0,5,3924,491,3433
8666,16,1,1,0,0,0,114,18,96
8667,7,0,0,0,0,0,72,7,65
8668,16,2,0,0,0,1,138,19,119
8673,18,2,1,0,0,0,132,21,111
8675,5,1,1,0,0,0,96,7,89
8693,6,0,1,0,0,0,66,7,59
8709,3,1,1,1,0,0,42,6,36
8711,13,2,0,0,0,0,138,15,123
8712,13,0,0,0,0,0,144,13,131
8713,4,0,0,0,0,0,36,4,32
0,0,0,0,0,0,0,0,0,0
8719,20,0,0,2,0,0,132,22,110
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
8793,12,0,1,0,0,0,90,13,77
8796,20,5,2,2,0,0,168,29,139
8799,280,44,36,8,3,6,2718,377,2341
8802,15,1,1,1,0,0,114,18,96
8806,4,2,2,1,0,0,54,9,45
8807,17,3,3,0,0,0,126,23,103
8825,5,2,0,0,0,0,72,7,65
8826,324,49,26,11,3,11,2976,424,2552
8830,13,5,1,2,0,0,114,21,93
8831,13,5,1,2,0,0,114,21,93
8834,10,0,0,0,0,0,78,10,68
8853,110,10,9,1,0,0,876,130,746
8881,20,4,3,1,0,0,168,28,140
8885,20,0,1,1,0,0,150,22,128
8886,12,1,1,0,0,0,96,14,82
8888,8,0,0,1,0,0,132,9,123
8889,282,68,30,4,6,5,3138,395,2743
8895,15,1,1,0,0,0,132,17,115
8898,10,0,0,2,0,0,90,12,78
8903,958,111,86,33,6,6,9558,1200,8358
8911,15,3,2,0,0,0,138,20,118
8915,10,3,3,0,1,0,108,17,91
8920,186,16,13,2,2,0,2040,219,1821
8924,9,0,1,0,0,0,78,10,68
8925,9,1,0,0,0,0,72,10,62
8934,222,14,16,6,2,1,1986,261,1725
8940,11,0,0,0,0,0,78,11,67
8941,11,0,0,0,0,0,78,11,67
8943,9,1,1,0,0,0,84,11,73
8944,2,0,0,0,0,0,42,2,40
8946,3,0,0,0,0,0,24,3,21
8947,14,0,1,0,0,0,126,15,111
8953,221,20,18,3,3,3,2064,268,1796
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
9063,8,1,1,0,0,1,90,11,79
9064,7,4,4,0,0,0,90,15,75
9071,5,0,0,0,0,0,84,5,79
9082,8,0,1,0,0,0,90,9,81
9083,5,0,0,1,0,0,78,6,72
9084,14,2,2,1,1,0,120,20,100
9115,9,3,1,1,0,0,90,14,76
9118,16,4,1,2,0,0,186,23,163
9119,8,1,1,0,0,0,78,10,68
9125,12,1,0,0,0,0,108,13,95
9127,19,4,1,0,0,0,168,24,144
9129,9,1,1,0,0,0,96,11,85
9131,10,3,2,0,0,0,72,15,57
9405,77,7,5,4,0,0,702,93,609
9410,12,1,1,1,0,0,102,15,87
9412,11,2,1,0,0,0,96,14,82
9413,5,0,2,1,0,1,72,9,63
0,0,0,0,0,0,0,0,0,0
9438,3,0,0,0,0,0,30,3,27
9439,8,3,0,0,0,0,102,11,91
9455,10,1,1,0,0,0,78,12,66
9456,10,1,1,0,0,0,78,12,66
9463,214,35,25,9,4,2,2280,289,1991
9475,2812,311,261,129,43,26,28026,3582,24444
9487,12,0,0,0,0,0,96,12,84
9501,12,2,0,1,0,0,114,15,99
9502,5,0,1,0,0,0,54,6,48
9503,8,1,0,0,0,0,66,9,57
9504,7,1,0,2,0,0,84,10,74
9512,2343,258,225,52,29,25,23328,2932,20396
9540,13,3,3,0,0,0,90,19,71
9541,9,2,1,0,1,1,90,14,76
9543,619,108,48,9,11,5,6372,800,5572
9559,5,1,0,0,0,0,60,6,54
9560,7,1,1,0,1,0,114,10,104
9567,8,2,2,0,1,0,84,13,71
9569,7,2,2,0,0,1,84,12,72
9570,9,1,2,0,0,0,108,12,96
9572,13,3,1,0,0,0,132,17,115
9573,13,3,0,0,0,0,126,16,110
9574,6,1,1,0,0,0,54,8,46
9586,432,54,35,14,5,2,4188,542,3646
9596,9,1,0,1,0,0,102,11,91
9598,12,3,2,0,1,0,126,18,108
9602,497,89,56,27,8,8,4956,685,4271
9627,8,1,1,0,0,1,96,11,85
9630,13,3,3,0,1,0,138,20,118
9632,17,2,2,2,0,0,138,23,115
9643,9,1,0,0,0,0,84,10,74
9649,7,1,0,0,0,1,66,9,57
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
9718,5,0,0,0,0,0,66,5,61
9723,8,2,1,0,0,0,102,11,91
9724,12,2,2,1,0,1,132,18,114
9732,17,1,0,0,0,0,138,18,120
9739,5,0,0,0,0,0,42,5,37
9741,215,23,16,6,2,1,2010,263,1747
9745,12,2,1,0,0,0,126,15,111
9746,18,1,0,0,1,0,144,20,124
9747,15,2,0,1,0,0,144,18,126
9748,8,3,3,0,0,1,84,15,69
9754,11,1,0,0,0,1,114,13,101
9755,17,1,2,0,0,0,156,20,136
9756,11,0,0,1,0,0,102,12,90
9854,6,0,0,0,0,0,60,6,54
9857,23,3,2,3,0,0,174,31,143
9858,23,3,2,3,0,0,174,31,143
9860,8,3,1,0,0,1,96,13,83
9861,3,1,0,0,0,0,48,4,44
9862,7,1,1,0,0,0,54,9,45
9863,8,1,2,0,0,0,96,11,85
9896,8,1,2,0,0,0,90,11,79
9897,8,1,2,0,0,0,90,11,79
9910,5,0,0,0,1,0,72,6,66
9914,5,1,2,0,0,0,48,8,40
9919,7,0,0,0,0,0,48,7,41
9923,15,6,2,1,0,0,138,24,114
9924,14,2,2,0,1,0,138,19,119
9925,12,1,0,0,0,0,132,13,119
9926,5,0,1,0,0,0,78,6,72
9927,6,0,0,0,0,0,78,6,72
9928,8,2,3,0,0,0,114,13,101
9930,248,46,26,2,3,0,3018,325,2693
0,0,0,0,0,0,0,0,0,0
9942,176,23,18,6,1,0,1542,224,1318
9952,13,0,0,0,0,0,96,13,83
9954,11,1,2,0,0,0,102,14,88
9957,12,3,1,0,0,0,96,16,80
9963,87,10,10,5,2,0,780,114,666
9973,4,0,0,0,0,0,48,4,44
9986,2265,260,196,73,16,17,21750,2827,18923
9996,10,1,1,0,1,0,96,13,83
9997,1,1,1,0,0,0,60,3,57
9998,19,0,1,0,0,0,174,20,154
9999,19,0,1,0,0,0,174,20,154
10000,16,2,1,1,0,0,126,20,106
10002,22,1,2,1,0,0,162,26,136
10005,14,2,1,0,1,0,114,18,96
10006,14,2,1,0,1,0,114,18,96
10012,11,2,3,0,0,0,96,16,80
10013,8,3,2,1,0,1,102,15,87
10017,4,0,0,0,0,0,66,4,62
10018,9,5,3,0,0,0,108,17,91
10038,8,3,2,1,0,1,102,15,87
10040,10,4,2,0,0,2,108,18,90
10041,9,1,1,0,0,0,60,11,49
10042,5,2,1,0,0,0,54,8,46
10043,11,1,2,0,0,0,114,14,100
10044,23,3,1,0,0,0,156,27,129
10045,8,0,1,0,0,0,84,9,75
10046,8,0,1,0,0,0,84,9,75
10059,10,0,1,0,0,0,96,11,85
10060,6,0,0,0,0,0,48,6,42
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
10141,17,2,2,1,0,0,162,22,140
10143,17,2,2,1,0,0,162,22,140
10144,7,1,1,0,0,0,54,9,45
10159,16,3,0,0,0,0,132,19,113
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
10170,16,4,2,0,0,0,138,22,116
10178,13,1,0,2,0,1,126,17,109
10179,8,0,1,0,0,0,60,9,51
10184,3,0,0,0,0,0,48,3,45
10185,5,0,0,0,0,0,54,5,49
10189,9,1,1,0,0,0,90,11,79
10190,8,0,1,0,0,0,90,9,81
10192,13,4,2,0,0,0,114,19,95
10195,7,0,0,0,0,0,54,7,47
10196,9,1,1,0,0,0,84,11,73
10210,8,1,1,0,0,0,60,10,50
10229,12,0,0,0,0,0,144,12,132
10231,23,0,1,0,1,0,162,25,137
10233,10,5,1,0,0,1,114,17,97
10235,8,0,1,2,0,0,108,11,97
10239,14,3,2,0,0,0,150,19,131
10240,7,2,0,0,0,0,114,9,105
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
10263,1,1,0,0,0,0,24,2,22
10264,12,1,0,1,0,0,96,14,82
10268,5,0,0,0,0,0,54,5,49
10269,11,2,0,1,0,0,120,14,106
10277,7,3,1,1,0,0,90,12,78
10278,62,2,2,0,0,0,654,66,588
10286,12,1,0,0,0,0,96,13,83
10287,8,1,0,0,0,0,90,9,81
10313,2074,258,180,80,21,42,20718,2655,18063
10326,4,0,0,1,1,0,42,6,36
0,0,0,0,0,0,0,0,0,0
10328,14,1,1,1,0,0,96,17,79
0,0,0,0,0,0,0,0,0,0
10330,5,1,3,0,0,0,90,9,81
10331,5,1,3,0,0,0,90,9,81
10347,91,14,7,3,5,4,984,124,860
10349,8,0,0,0,0,0,54,8,46
10358,18,2,3,0,0,0,144,23,121
10359,10,2,0,1,0,0,114,13,101
0,0,0,0,0,0,0,0,0,0
10371,12,2,1,0,3,0,144,18,126
10372,12,2,1,0,3,0,144,18,126
10373,9,3,1,0,1,0,126,14,112
10378,10,1,1,0,0,0,84,12,72
10379,12,0,0,3,0,0,108,15,93
10381,6,2,2,0,0,0,84,10,74
10382,7,2,1,0,0,1,60,11,49
10392,1441,183,124,63,28,38,16602,1877,14725
0,0,0,0,0,0,0,0,0,0
10422,10,2,1,0,0,0,102,13,89
10423,15,2,1,0,0,0,132,18,114
10424,14,1,1,0,0,0,120,16,104
10426,8,0,1,1,0,0,84,10,74
0,0,0,0,0,0,0,0,0,0
10441,18,1,0,0,0,0,156,19,137
10442,9,1,0,0,0,0,78,10,68
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
10485,12,1,0,0,0,0,90,13,77
10490,3,0,0,0,0,0,36,3,33
10491,8,0,0,0,0,0,84,8,76
10492,6,1,2,1,0,0,72,10,62
10493,1717,204,157,78,25,36,16668,2217,14451
10514,476,79,50,24,9,7,4938,645,4293
10517,5,1,0,0,0,0,60,6,54
10519,6,0,0,3,1,0,108,10,98
10520,5,0,0,1,0,0,60,6,54
10526,18,1,3,0,0,0,132,22,110
10527,18,1,3,0,0,0,132,22,110
10529,13,0,0,0,0,0,114,13,101
10534,5,0,0,0,0,0,42,5,37
10545,15,1,0,0,0,0,138,16,122
10548,8,1,0,0,0,0,114,9,105
10552,10,0,0,0,0,0,102,10,92
10553,13,1,0,0,0,1,96,15,81
10559,2,0,0,0,0,0,30,2,28
10578,6,2,3,0,0,0,72,11,61
10608,3,0,0,0,0,0,30,3,27
10609,17,1,0,0,0,0,120,18,102
10610,17,1,0,0,0,0,120,18,102
10611,7,1,1,0,0,0,48,9,39
10612,11,2,0,1,0,0,120,14,106
10613,20,2,1,1,0,0,162,24,138
10614,20,2,1,1,0,0,162,24,138
10619,8,0,0,0,0,0,60,8,52
10622,9,3,2,0,0,0,108,14,94
10625,7,0,0,0,0,1,66,8,58
10628,16,4,1,0,1,0,138,22,116
10629,10,2,4,0,0,0,84,16,68
10631,10,2,2,0,0,0,78,14,64
10632,11,3,4,0,0,0,96,18,78
10633,13,1,0,0,0,0,102,14,88
10635,7,2,1,0,0,1,72,11,61
10636,153,19,14,7,1,0,1380,194,1186
10638,4,1,0,0,0,0,54,5,49
10639,6,1,1,0,0,0,42,8,34
10640,11,0,0,0,0,0,72,11,61
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
10675,282,21,14,7,0,3,2538,327,2211
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
10838,12,2,0,2,0,0,138,16,122
10839,12,2,0,2,0,0,138,16,122
10840,9,2,1,1,0,0,102,13,89
0,0,0,0,0,0,0,0,0,0
10862,27,5,4,1,0,1,294,38,256
10867,7,2,2,1,0,0,78,12,66
10868,8,2,1,0,1,0,72,12,60
10869,5,3,0,0,0,0,54,8,46
10883,7,0,1,0,0,0,66,8,58
10884,8,1,0,0,0,0,78,9,69
10901,4,0,1,0,0,0,36,5,31
0,0,0,0,0,0,0,0,0,0
10915,6,0,0,0,0,0,60,6,54
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
10971,14,1,1,1,0,0,144,17,127
10978,8,1,0,0,0,0,90,9,81
10988,10,1,0,0,0,0,84,11,73
10990,8,0,0,0,0,0,60,8,52
10991,18,1,1,1,0,0,150,21,129
10992,11,6,3,0,0,0,132,20,112
10993,11,6,3,0,0,0,132,20,112
10994,11,2,0,0,0,0,114,13,101
0,0,0,0,0,0,0,0,0,0
11025,8,1,0,0,0,0,84,9,75
11048,16,1,1,0,0,0,114,18,96
11049,16,1,1,0,0,0,114,18,96
11054,15,1,1,1,0,0,108,18,90
11055,6,1,1,0,0,0,42,8,34
11057,271,39,23,7,0,2,2712,342,2370
11059,802,105,96,49,7,9,8280,1068,7212
11061,86,8,7,2,2,0,816,105,711
11065,22,0,1,0,0,0,168,23,145
11067,12,0,0,0,0,0,78,12,66
11069,16,2,3,1,0,0,138,22,116
11070,16,2,3,1,0,0,138,22,116
11071,19,1,1,0,0,0,132,21,111
11073,23,1,0,0,0,0,168,24,144
0,0,0,0,0,0,0,0,0,0
11108,6,2,1,0,0,0,48,9,39
11109,3,0,0,0,0,0,30,3,27
11110,3,2,1,0,0,0,30,6,24
11111,2,2,1,0,0,0,24,5,19
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
11130,5,0,0,0,0,0,42,5,37
11131,9,0,0,0,0,0,90,9,81
11132,18,1,1,0,0,0,120,20,100
11135,6,0,1,0,0,0,54,7,47
11173,12,1,0,1,0,0,90,14,76
11181,6,0,0,0,0,0,42,6,36
11192,16,1,1,0,0,0,120,18,102
11198,8,2,1,0,0,0,96,11,85
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
11259,68,7,7,1,0,4,792,87,705
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
11297,17,1,1,1,0,0,150,20,130
11299,10,0,0,0,0,0,78,10,68
11300,1,0,1,0,0,0,30,2,28
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
11318,1647,272,247,55,13,36,17250,2270,14980
11337,3,0,0,1,0,0,66,4,62
11338,11,4,1,0,0,0,114,16,98
11356,13,4,4,0,0,0,132,21,111
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
11376,5,0,0,0,0,0,42,5,37
11377,3,1,0,0,0,0,36,4,32
11378,5,0,0,0,0,0,30,5,25
11379,3,0,0,0,0,0,36,3,33
0,0,0,0,0,0,0,0,0,0
11408,7,1,2,0,0,0,72,10,62
11409,7,1,2,0,0,0,72,10,62
11410,13,2,3,0,0,0,114,18,96
11413,4,1,0,0,0,0,42,5,37
11414,155,28,9,2,2,0,1680,196,1484
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
11439,7,0,0,0,0,0,66,7,59
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
11487,8,2,1,0,0,0,66,11,55
0,0,0,0,0,0,0,0,0,0
11489,10,1,2,0,0,0,84,13,71
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
11502,171,27,9,19,1,2,1614,229,1385
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
11514,3,0,0,0,0,0,24,3,21
11515,5,2,1,0,0,0,48,8,40
11520,1,0,0,0,0,0,18,1,17
11527,5,0,0,0,0,0,66,5,61
11528,4,2,0,0,0,0,42,6,36
0,0,0,0,0,0,0,0,0,0
11545,196,48,25,3,2,1,2004,275,1729
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
11581,5,0,0,0,0,0,42,5,37
11606,16,5,0,0,0,0,138,21,117
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
11635,13,0,0,1,0,0,102,14,88
11646,212,39,23,7,3,7,2352,291,2061
11650,4,0,0,1,0,0,36,5,31
11651,10,1,1,0,0,0,96,12,84
11652,7,0,0,0,0,0,54,7,47
11661,7,1,1,0,0,0,84,9,75
11662,7,1,1,0,0,0,84,9,75
11664,3,1,1,0,0,1,54,6,48
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
11677,350,42,21,9,1,1,3132,424,2708
11683,7,1,1,0,0,0,60,9,51
11684,7,3,1,0,0,0,78,11,67
11685,17,3,2,0,0,0,150,22,128
11686,11,0,0,0,0,0,84,11,73
11687,10,2,0,0,0,0,84,12,72
11690,4,0,0,0,0,0,36,4,32
